respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,Wie alt sind Sie?,Was ist Ihr Geschlecht?,Wie viele Personen leben in Ihrem Haushalt?,In welcher Art von Unterkunft wohnen Sie?,,,,Welche Art von Strom beziehen Sie hauptsächlich?,"Denken Sie, dass die zunehmende Erzeugung erneuerbarer Energien Herausforderungen für das Stromsystem mit sich bringt? Wenn ja, welche?Falls Sie es nicht wissen, können Sie gerne ‚wn‘ (weiss nicht) schreiben.",Welche der folgenden Konsequenzen der zunehmenden Einspeisung von erneuerbaren Energien ist aus Ihrer Sicht problematisch? (Nur eine Antwort möglich)?,"Bitte bewerten Sie, wie wichtig es für Sie ist, die folgenden Haushaltsgeräte jederzeit nutzen zu können (1 = sehr unwichtig, 5 = sehr wichtig)",,,,,,"Könnten Sie sich vorstellen, eines der folgenden Haushaltsgeräte für einen begrenzten Zeitraum nicht einzuschalten, wenn Sie vom Elektrizitätswerk darum gebeten werden?",,,,,,"Würde sich Ihre Bereitschaft erhöhen, die folgenden Haushaltsgeräte nicht zu nutzen, wenn Sie dafür eine finanzielle Belohnung erhalten würden?",,,,,,,,,,,,"Könnten Sie sich vorstellen, von Ihrem Elektrizitätswerk benachrichtigt zu werden (z. B. per SMS oder App), wenn das Stromnetz stark ausgelastet ist?","Könnten Sie sich vorstellen, einen intelligenten Zwischenstecker (Smart Plug) an Ihren Geräten zu installieren, damit Ihr Elektrizitätswerk Ihren Beitrag messen und Sie entsprechend vergüten kann?",Wie hoch ist Ihr monatliches Haushaltsnettoeinkommen?,Was ist Ihr höchster Bildungsabschluss?,Welche der folgenden Parteien entspricht am ehesten Ihrer politischen Präferenz?
118719565260,458224841,10/18/2024 01:03:36 PM,10/18/2024 01:11:03 PM,194.15.111.220,,,,,36,Männlich,3,Wohnung (Eigentum),,,,Eine Mischung aus konventionellem Strom und Ökostrom,Zuviel oder zu wenig strom,Herausforderungen für die Stabilität der Netze,3,5 = sehr wichtig,3,2,4,3,"Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, +",25%,Nein,,"Ja, +",25%,"Ja, +",25%,"Ja, +",25%,"Ja, +",25%,Ja,Ja,5.001 - 7.000 CHF,Fachhochschule/Bachelor,Ich habe keine feste Parteipräferenz
118719560234,458224841,10/18/2024 12:58:17 PM,10/18/2024 01:01:16 PM,213.55.184.55,,,,,20,Weiblich,über 6,,,,Haus (Eigentum),Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Wechsel generiert Kosten,Notwendigkeit kostspieliger Netzinfrastruktur-Upgrades,1 = sehr unwichtig,4,2,4,5 = sehr wichtig,5 = sehr wichtig,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, +",10%,Nein,,"Ja, +",5%,"Ja, +",30%,Nein,,"Ja, +",20%,Ja,Ja,Unter 3.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP)
118719559146,458224841,10/18/2024 12:01:09 PM,10/18/2024 12:59:07 PM,178.197.215.157,,,,,61,Weiblich,3,,,,Haus (Eigentum),"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Bereitstellung der notwendigen Netzinfrastruktur,Notwendigkeit kostspieliger Netzinfrastruktur-Upgrades,3,5 = sehr wichtig,3,5 = sehr wichtig,5 = sehr wichtig,2,"Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden",Nein,,Nein,,Nein,,Nein,,Nein,,Nein,,Ja,Nein,Über 10.000 CHF,Fachhochschule/Bachelor,FDP.Die Liberalen (FDP)
118719554786,458224841,10/18/2024 12:45:26 PM,10/18/2024 12:50:09 PM,213.55.185.21,,,,,21,Weiblich,1,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Fehlende Ressourcen,Steigende Strompreise für Verbraucher,3,5 = sehr wichtig,3,5 = sehr wichtig,2,3,"Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, f",20%,"Ja, f",20%,"Ja, f",20%,"Ja, f",20%,"Ja, f",20%,"Ja, f",20%,Ja,Ja,7.001 - 10.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP)
118719550176,458224841,10/18/2024 12:35:39 PM,10/18/2024 12:40:31 PM,178.197.218.106,,,,,22,Männlich,3,,,,Haus (Eigentum),Eine Mischung aus konventionellem Strom und Ökostrom,Wn,Notwendigkeit kostspieliger Netzinfrastruktur-Upgrades,2,1 = sehr unwichtig,4,3,3,4,"Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden",Nein,,Nein,,"Ja, f",,Nein,,Nein,,"Ja, +",3%,Ja,Ja,Keine Angabe,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz
118719549032,458224841,10/18/2024 12:26:00 PM,10/18/2024 12:38:01 PM,197.211.185.194,,,,,21,Männlich,4,,,,Haus (Eigentum),Eine Mischung aus konventionellem Strom und Ökostrom,"Ja, Strom wird nicht konstant gleich viel erzeugt. (Wind, Sonne ist nicht immer gleich intensiv) Man müsste effizient in grossem Stil Strom speichern können.)",Herausforderungen für die Stabilität der Netze,2,5 = sehr wichtig,4,5 = sehr wichtig,1 = sehr unwichtig,3,"Ja, für 6 bis 12 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, +",10%,Nein,,"Ja, +",50%,Nein,,"Ja, +",10%,"Ja, +",10%,Ja,Nein,Keine Angabe,Berufsausbildung/Lehre/Maturität,Die Mitte
118719545936,458224841,10/18/2024 12:25:12 PM,10/18/2024 12:31:48 PM,194.230.144.9,,,,,21,Weiblich,3,,Wohnung (Miete),,,Weiss nicht,wn,Steigende Strompreise für Verbraucher,3,5 = sehr wichtig,3,5 = sehr wichtig,3,3,"Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, f",,"Ja, +",20%,"Ja, +",20%,Nein,,Nein,,Nein,,Ja,Ja,3.000 - 5.000 CHF,Berufsausbildung/Lehre/Maturität,Keine Angabe
118719545213,458224841,10/18/2024 12:25:56 PM,10/18/2024 12:30:22 PM,178.197.222.159,,,,,19,Männlich,3,,,,Haus (Eigentum),Eine Mischung aus konventionellem Strom und Ökostrom,"Ja, nicht genug Strom vorhanden um den bedarf zu decken",Herausforderungen für die Stabilität der Netze,3,5 = sehr wichtig,3,4,2,1 = sehr unwichtig,"Ja, für 3 bis 6 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden",Nein,,Nein,,Nein,,Nein,,Nein,,Nein,,Ja,Nein,Über 10.000 CHF,Berufsausbildung/Lehre/Maturität,Keine Angabe
118719540468,458224841,10/18/2024 12:18:29 PM,10/18/2024 12:20:28 PM,178.197.207.18,,,,,unter 18,Weiblich,6,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Weiss nicht ,Bedrohung der Rentabilität von Stromunternehmen,2,1 = sehr unwichtig,2,2,2,2,"Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, für maximal 24 Stunden","Ja, f",5%,"Ja, +",7%,"Ja, +",10%,Nein,6%,"Ja, +",13%,"Ja, +",5%,Ja,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Grüne Partei der Schweiz (GPS)
118719539315,458224841,10/18/2024 12:12:37 PM,10/18/2024 12:18:03 PM,194.230.161.47,,,,,29,Männlich,2,,Wohnung (Miete),,,Weiss nicht,"Ja, dass zu wenig produziert wird.",Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, +",25%,Nein,,Nein,,Nein,,Nein,,Nein,,Nein,Ja,Unter 3.000 CHF,Fachhochschule/Bachelor,Sozialdemokratische Partei der Schweiz (SP)
118719538617,458224841,10/18/2024 12:12:42 PM,10/18/2024 12:16:40 PM,194.230.148.128,,,,,26,Weiblich,2,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Weiss nicht,Steigende Strompreise für Verbraucher,5 = sehr wichtig,4,5 = sehr wichtig,3,3,2,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, +",5%,"Ja, +",5%,"Ja, +",10%,"Ja, f",5%,"Ja, f",5%,"Ja, f",5%,Nein,Nein,Unter 3.000 CHF,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz
118719538578,458224841,10/18/2024 12:06:49 PM,10/18/2024 12:16:35 PM,178.197.218.191,,,,,56,Weiblich,1,Wohnung (Eigentum),,,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Zu wenig. Entscheidung von der Bevölkerung was für eine Art Zusatz,Herausforderungen für die Stabilität der Netze,4,4,2,5 = sehr wichtig,4,3,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden",Nein,,Nein,,Nein,,Nein,,Nein,,Nein,,Ja,Ja,7.001 - 10.000 CHF,Universität/Master,Keine Angabe
118719534721,458224841,10/18/2024 12:08:21 PM,10/18/2024 12:13:44 PM,178.197.214.145,,,,,72,Männlich,2,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,An,Herausforderungen für die Stabilität der Netze,3,3,2,5 = sehr wichtig,2,2,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden",,22%,,50%,,30%,,10%,,60%,,10%,Ja,Ja,7.001 - 10.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP)
118719536194,458224841,10/18/2024 12:05:20 PM,10/18/2024 12:11:42 PM,194.230.161.228,,,,,25,Männlich,4,,Wohnung (Miete),,,"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)","Nein, der Bedarf lässt sich decken.",Keine der genannten Konsequenzen ist problematisch,4,5 = sehr wichtig,1 = sehr unwichtig,4,3,2,"Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, aber maximal für 3 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, f",10%,Nein,,"Ja, f",0%,"Ja, +",10%,"Ja, f",10%,"Ja, f",5%,Ja,Ja,3.000 - 5.000 CHF,Universität/Master,Sozialdemokratische Partei der Schweiz (SP)
118718418410,458224841,10/17/2024 07:17:13 AM,10/17/2024 07:22:17 AM,194.230.148.164,,,,,33,Männlich,4,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,wn,Herausforderungen für die Stabilität der Netze,1 = sehr unwichtig,4,4,5 = sehr wichtig,3,3,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden",Nein,,Nein,,Nein,,Nein,,Nein,,Nein,,Ja,Ja,Über 10.000 CHF,Universität/Master,Ich habe keine feste Parteipräferenz
118718417818,458224841,10/17/2024 07:12:23 AM,10/17/2024 07:20:58 AM,213.55.185.226,,,,,28,Weiblich,4,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Ich denke nicht. Es ist eine gute Lösung. ,Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,"Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, f",20%,"Ja, f",25%,"Ja, +",45%,"Ja, f",40%,"Ja, f",30%,"Ja, f",25%,Ja,Ja,7.001 - 10.000 CHF,Universität/Master,Grüne Partei der Schweiz (GPS)
118717793319,458224841,10/16/2024 05:11:29 PM,10/16/2024 05:16:46 PM,178.197.219.224,,,,,35,Weiblich,3,,,Haus (Miete),,"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)","Naturabhänig. Keine Sonne, kein wind",Herausforderungen für die Stabilität der Netze,3,3,2,2,2,2,"Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, +",30%,"Ja, +",30%,"Ja, +",30%,"Ja, +",30%,"Ja, f",,"Ja, f",,Ja,Ja,Über 10.000 CHF,Fachhochschule/Bachelor,Die Mitte
